Class;PredefinedType;Name;BuildingStorey;Material;PSET_RÔGGA.RÔGGA_SEÇÃO;PSET_RÔGGA.RÔGGA_DESCRIÇÃO;Width;Thickness;Length;Height;FileName;GlobalId;Disciplina_Prevista
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021029;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWNR;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021039;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWNH;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021130;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWLq;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021461;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZW8h;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021471;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZW8X;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021481;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZW8N;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021543;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWFP;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021553;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWFF;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021563;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999968;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWF5;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4021748;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZWCA;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022084;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZW6w;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022325;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZxB;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022326;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZx8;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022334;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZx0;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022335;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZx1;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022343;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwv;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022344;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZws;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022352;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwk;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022353;10. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwl;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022364;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwY;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022365;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwZ;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022374;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwO;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4022375;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,939999999999995;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZZwP;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4049704;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfNM;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050325;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfDh;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050357;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfDB;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050369;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfC$;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050379;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfCr;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050389;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfCh;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050399;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZfCX;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050458;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf3a;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050459;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf3b;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050468;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf3Q;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050478;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf3G;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050488;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf36;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050489;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf37;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050500;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf2w;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050501;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf2x;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050510;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf2m;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050511;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf2n;Arquitetura
IfcBeam;BEAM;Verga e contraverga:400 x 800mm 2:4050522;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf2a;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050523;ATC;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8600000000000015;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf2b;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050603;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1L;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050604;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1I;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050605;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1J;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050606;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1G;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050607;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1H;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050608;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1E;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050609;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,5099999999999976;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf1F;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050665;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0N;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050666;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0K;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050667;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0L;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050668;ATC;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0I;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050669;10. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0J;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050670;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0G;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050671;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;0,8149999999999991;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf0H;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050721;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000014;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7V;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050722;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7S;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050723;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7T;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050724;34. TPA;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7Q;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050725;09. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7R;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050726;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7O;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050727;07. TGD;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4850000000000005;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf7P;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050779;08. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999973;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf6b;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050840;37. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999973;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf5c;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050842;36. TAP;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999973;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf5a;Arquitetura
IfcBeam;LINTEL;Verga e contraverga:400 x 800mm:4050844;35. TP1;Concrete, Cast-in-Place gray;;RÔG_VER_Verga e contraverga: 400 x 800mm;;;1,4099999999999973;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PbWJw7mv2_fn0$fobZf5Y;Arquitetura
