Class;PredefinedType;Name;BuildingStorey;Material;PSET_RÔGGA.RÔGGA_SEÇÃO;PSET_RÔGGA.RÔGGA_DESCRIÇÃO;Width;Thickness;Length;Height;FileName;GlobalId;Disciplina_Prevista
IfcColumn;COLUMN;Equipamento elétrico : BIMBR_POSTE - 12m - 300-600-1000-2000 daN : 2 - Tipo B 600 daN 12m;01.1. TER;Concreto Poste;;ROG_POSTE_POSTE DE CONCRETO PADRÃO ENERGISA TIPO B COM RESISTÊNCIA 600daN ALTURA 12m;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;3nlaCFuy99GuDG7x07y_Qz;Arquitetura
IfcColumn;COLUMN;Equipamento elétrico : BIMBR_POSTE - 12m - 300-600-1000-2000 daN : 2 - Tipo B 600 daN 12m;AUX. CENTRAL DE GÁS;Concreto Poste;;ROG_POSTE_POSTE DE CONCRETO PADRÃO ENERGISA TIPO B COM RESISTÊNCIA 600daN ALTURA 12m;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;3nlaCFuy99GuDG7xC7y_Qz;Arquitetura
IfcAlarm;NOTDEFINED;Luminárias : 1-e_1 Campainha Cigarra_Conjunto 4x2 : a.Campainha Tipo Cigarra;06. LZR;PVC Antichama Branco Elétrica;;ROG_MOD_CIG_Cj. c/ 1 Campainha Tipo cigarra ou equivalente, 10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0ejXt2WF1BSA_ZZOqYZAJj;Impermeabilização
IfcAlarm;NOTDEFINED;Luminárias : 1-e_1 Campainha Cigarra_Conjunto 4x2 : a.Campainha Tipo Cigarra;06. LZR;PVC Antichama Branco Elétrica;;ROG_MOD_CIG_Cj. c/ 1 Campainha Tipo cigarra ou equivalente, 10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0ejXt2WF1BSA_ZZOqYZAJm;Impermeabilização
IfcAlarm;NOTDEFINED;Luminárias : 1-e_1 Campainha Cigarra_Conjunto 4x2 : a.Campainha Tipo Cigarra;06. LZR;PVC Antichama Branco Elétrica;;ROG_MOD_CIG_Cj. c/ 1 Campainha Tipo cigarra ou equivalente, 10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0ejXt2WF1BSA_ZZOqYZAWM;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;3L12NLL1DBvOnxZ4khML8q;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;3L12NLL1DBvOnxZ4khML6J;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;2qjF4S6ULDaQJz2_PEEPmu;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0ZKCveiyb2_9DXL7dP1QWH;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0ZKCveiyb2_9DXL7dP1QZa;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0ZKCveiyb2_9DXL7dP1QSl;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;1gG0erRBb2p9880Z3$joYb;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;316bZRyyz7jOsMQzNtmAcZ;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;3FXOC9WrL3Lh9tON9uGbTs;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;01.1. TER;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;3FXOC9WrL3Lh9tON9uGbQC;Impermeabilização
